Date,Open,High,Low,Close
2022-01-20,15464.45,15486.15,15280.55,15361.1
2022-01-21,15252.9,15294.7,15069.05,15180.8
2022-01-24,15155.0,15165.4,14577.15,14712.05
2022-01-25,14577.55,14853.0,14410.9,14832.2
2022-01-27,14671.7,14735.75,14489.8,14679.7
2022-01-28,14773.05,14952.15,14701.6,14723.25
2022-01-31,14894.75,14975.8,14857.55,14921.45
2022-02-01,15073.15,15138.2,14850.3,15116.2
2022-02-02,15218.25,15304.6,15201.45,15293.35
2022-02-03,15289.15,15296.35,15101.0,15135.9
2022-02-04,15159.6,15188.4,15048.35,15085.45
2022-02-07,15065.05,15126.65,14796.2,14870.6
2022-02-08,14926.5,14955.25,14689.15,14857.05
2022-02-09,14942.75,15026.5,14925.05,15016.35
2022-02-10,15084.35,15134.1,14972.35,15112.2
2022-02-11,14988.95,14990.6,14862.05,14891.3
2022-02-14,14606.55,14638.65,14370.7,14400.4
2022-02-15,14469.0,14822.75,14348.4,14805.55
2022-02-16,14876.65,14935.6,14756.5,14789.9
2022-02-17,14857.1,14895.65,14725.05,14772.05
2022-02-18,14711.3,14815.0,14692.65,14710.7
2022-02-21,14638.35,14733.1,14498.2,14597.1
2022-02-22,14269.45,14527.2,14267.6,14489.05
2022-02-23,14581.05,14629.05,14482.3,14506.95
2022-02-24,14055.85,14180.85,13747.45,13775.7
2022-02-25,14018.1,14247.05,14007.7,14187.4
2022-02-28,14047.75,14320.95,13928.8,14307.95
2022-03-02,14161.7,14265.5,14104.75,14199.8
2022-03-03,14327.7,14364.6,14094.3,14135.95
2022-03-04,14020.2,14075.0,13828.45,13893.15
2022-03-07,13594.75,13637.5,13438.3,13564.25
2022-03-08,13504.75,13720.1,13423.55,13706.75
2022-03-09,13786.4,14037.65,13721.95,13979.6
2022-03-10,14313.2,14316.8,14079.85,14189.0
2022-03-11,14145.5,14268.3,14098.7,14237.15
2022-03-14,14248.9,14389.35,14189.1,14374.6
2022-03-15,14408.75,14433.75,14130.9,14215.85
2022-03-16,14392.55,14491.45,14369.5,14481.8
2022-03-17,14667.2,14756.55,14644.75,14721.7
2022-03-21,14773.05,14789.85,14590.7,14602.35
2022-03-22,14613.1,14738.15,14492.25,14724.05
2022-03-23,14806.6,14833.3,14660.45,14695.15
2022-03-24,14598.75,14744.7,14595.7,14699.35
2022-03-25,14763.9,14768.3,14590.45,14651.7
2022-03-28,14686.25,14694.85,14515.65,14675.85
2022-03-29,14744.05,14773.15,14689.6,14761.9
2022-03-30,14880.7,14924.75,14823.55,14896.9
2022-03-31,14925.55,14963.4,14871.0,14894.5
2022-04-01,14890.1,15111.35,14882.6,15087.3
2022-04-04,15192.8,15393.35,15184.7,15384.2
2022-04-05,15433.05,15477.8,15360.2,15390.5
2022-04-06,15318.15,15387.4,15293.85,15327.9
2022-04-07,15292.35,15361.2,15185.7,15201.25
2022-04-08,15271.35,15386.1,15202.5,15342.4
2022-04-11,15337.5,15386.85,15294.3,15325.5
2022-04-12,15281.85,15283.35,15078.45,15164.7
2022-04-13,15239.65,15284.7,15126.65,15138.55
2022-04-18,14942.6,14971.5,14821.25,14926.05
2022-04-19,15012.75,15041.65,14617.05,14726.65
2022-04-20,14807.15,14905.25,14747.95,14850.3
2022-04-21,14946.3,15067.45,14929.15,15053.95
2022-04-22,14948.1,15015.35,14875.8,14894.85
2022-04-25,14758.6,14769.1,14623.1,14673.0
2022-04-26,14818.8,14915.35,14785.85,14898.35
2022-04-27,14797.35,14825.55,14678.95,14756.0
2022-04-28,14886.5,14964.6,14765.85,14913.9
2022-04-29,14991.45,15011.7,14743.35,14783.35
2022-05-02,14647.25,14751.05,14617.75,14736.3
2022-05-04,14771.45,14798.3,14343.6,14393.35
2022-05-05,14542.15,14606.05,14365.55,14395.5
2022-05-06,14159.1,14205.0,14073.45,14145.75
2022-05-09,14002.75,14088.3,13879.55,13991.75
2022-05-10,13953.95,14068.4,13823.35,13855.95
2022-05-11,13888.15,13949.1,13589.35,13771.8
2022-05-12,13656.95,13671.0,13389.75,13465.25
2022-05-13,13621.2,13738.55,13435.05,13471.5
2022-05-16,13540.25,13646.3,13434.45,13571.2
2022-05-17,13648.45,13944.7,13632.15,13926.05
2022-05-18,13989.35,14064.0,13896.6,13918.2
2022-05-19,13625.75,13680.65,13520.95,13550.9
2022-05-20,13755.05,13906.4,13733.55,13895.05
2022-05-23,13929.75,14005.5,13813.6,13835.8
2022-05-24,13858.05,13883.55,13709.4,13747.25
2022-05-25,13805.1,13821.4,13574.5,13587.75
2022-05-26,13651.55,13756.85,13445.25,13722.55
2022-05-27,13839.3,13885.05,13768.3,13873.15
2022-05-30,14022.6,14163.05,14009.65,14154.8
2022-05-31,14106.0,14215.45,14067.05,14119.6
2022-06-01,14132.1,14186.9,14009.05,14082.9
2022-06-02,14059.25,14179.3,14029.8,14167.95
2022-06-03,14280.35,14300.0,14064.9,14077.9
2022-06-06,14042.4,14081.2,13932.15,14054.1
2022-06-07,13978.65,13990.2,13883.75,13935.6
2022-06-08,13981.65,14020.45,13832.45,13886.9
2022-06-09,13816.7,13989.0,13790.0,13977.1
2022-06-10,13825.0,13860.05,13757.95,13781.75
2022-06-13,13521.2,13527.75,13356.2,13416.9
2022-06-14,13341.95,13506.5,13324.15,13388.3
2022-06-15,13412.2,13448.45,13366.75,13380.85
2022-06-16,13508.7,13527.8,13064.05,13089.2
2022-06-17,13011.4,13111.95,12903.85,12994.75
2022-06-20,13026.15,13049.4,12855.55,12950.75
2022-06-21,13042.8,13275.5,13019.35,13241.9
2022-06-22,13176.1,13184.9,13028.35,13047.75
2022-06-23,13081.9,13231.9,13021.25,13178.8
2022-06-24,13269.2,13337.7,13247.95,13322.5
2022-06-27,13506.35,13510.8,13432.65,13444.55
2022-06-28,13389.85,13487.5,13330.75,13464.25
2022-06-29,13337.65,13462.05,13328.2,13417.85
2022-06-30,13410.8,13492.15,13352.4,13387.55
2022-07-01,13335.25,13422.45,13192.9,13394.45
2022-07-04,13378.4,13483.7,13337.2,13472.65
2022-07-05,13533.75,13628.45,13439.4,13461.85
2022-07-06,13472.8,13647.2,13443.35,13631.3
2022-07-07,13736.95,13777.75,13687.55,13765.6
2022-07-08,13873.75,13874.7,13770.9,13828.25
2022-07-11,13771.4,13905.95,13755.75,13886.85
2022-07-12,13823.6,13866.65,13757.3,13779.0
2022-07-13,13842.8,13861.3,13714.2,13726.95
2022-07-14,13771.2,13797.6,13617.15,13702.65
2022-07-15,13761.1,13804.05,13695.2,13790.2
2022-07-18,13883.8,13993.4,13877.6,13984.4
2022-07-19,13922.55,14067.75,13922.35,14051.65
2022-07-20,14220.2,14230.9,14140.0,14164.4
2022-07-21,14172.8,14288.6,14141.65,14271.8
2022-07-22,14325.05,14359.75,14265.25,14336.6
2022-07-25,14307.9,14335.1,14228.15,14279.5
2022-07-26,14284.7,14286.5,14122.55,14141.45
2022-07-27,14131.8,14272.2,14099.9,14262.55
2022-07-28,14365.05,14481.45,14330.3,14469.1
2022-07-29,14588.15,14677.75,14553.65,14665.65
2022-08-01,14741.4,14858.3,14666.2,14846.85
2022-08-02,14831.9,14906.0,14765.3,14876.6
2022-08-03,14880.65,14906.7,14750.75,14878.05
2022-08-04,14944.95,14974.7,14688.0,14892.45
2022-08-05,14933.2,14972.1,14874.25,14900.4
2022-08-08,14910.6,15009.9,14867.2,14993.35
2022-08-10,15033.3,15033.3,14919.2,14985.8
2022-08-11,15123.65,15130.05,15069.9,15095.15
2022-08-12,15102.8,15162.3,15060.75,15140.55
2022-08-16,15222.9,15287.45,15203.5,15280.5
2022-08-17,15325.35,15398.45,15306.55,15379.05
2022-08-18,15355.6,15415.25,15325.2,15404.6
2022-08-19,15426.2,15445.5,15205.55,15236.65
2022-08-22,15183.1,15186.15,14980.4,15001.75
2022-08-23,14887.0,15128.25,14879.9,15090.5
2022-08-24,15062.45,15152.45,15037.15,15140.4
2022-08-25,15208.85,15252.8,15075.1,15100.65
2022-08-26,15187.1,15242.65,15116.2,15147.55
2022-08-29,14797.8,15016.25,14793.95,14972.75
2022-08-30,15071.45,15338.8,15065.35,15325.05
2022-09-01,15142.7,15309.85,15141.45,15211.2
2022-09-02,15272.45,15305.0,15184.3,15201.6
2022-09-05,15221.75,15311.95,15217.35,15294.4
2022-09-06,15339.3,15386.75,15248.0,15313.05
2022-09-07,15222.25,15334.0,15199.4,15319.4
2022-09-08,15430.2,15448.75,15365.7,15440.7
2022-09-09,15547.55,15548.85,15426.4,15467.4
2022-09-12,15524.7,15600.15,15522.4,15577.4
2022-09-13,15667.35,15686.85,15635.15,15669.85
2022-09-14,15423.9,15688.1,15423.9,15630.7
2022-09-15,15686.0,15724.45,15543.9,15580.35
2022-09-16,15529.35,15542.0,15197.9,15243.95
2022-09-19,15264.25,15348.8,15135.15,15293.55
2022-09-20,15423.5,15557.3,15410.25,15470.35
2022-09-21,15449.25,15516.5,15320.05,15361.25
2022-09-22,15284.6,15386.75,15224.95,15335.3
2022-09-23,15324.3,15360.2,15032.75,15057.65
2022-09-26,14916.9,14932.5,14671.05,14725.7
2022-09-27,14805.85,14874.45,14652.3,14727.3
2022-09-28,14617.4,14768.25,14577.05,14620.6
2022-09-29,14748.2,14783.75,14569.1,14602.5
2022-09-30,14586.9,14881.3,14516.3,14829.35
2022-10-03,14837.1,14858.65,14585.8,14638.5
2022-10-04,14869.55,14975.6,14852.55,14965.8
2022-10-06,15063.55,15119.9,15042.2,15053.05
2022-10-07,15030.2,15055.65,14943.15,15036.7
2022-10-10,14857.0,14989.05,14818.5,14951.65
2022-10-11,14980.45,14982.75,14692.55,14721.9
2022-10-12,14761.45,14844.85,14676.55,14829.95
2022-10-13,14811.2,14832.35,14683.55,14730.3
2022-10-14,14979.15,14989.15,14803.7,14815.1
2022-10-17,14783.2,14920.7,14718.8,14906.15
2022-10-18,15009.1,15071.95,15007.25,15056.55
2022-10-19,15120.4,15153.05,15039.8,15068.6
2022-10-20,14998.45,15128.4,14979.6,15112.1
2022-10-21,15159.6,15181.9,15036.1,15081.1
2022-10-24,15225.45,15248.05,15179.15,15198.75
2022-10-25,15251.75,15253.75,15143.45,15158.1
2022-10-27,15246.55,15273.3,15172.15,15244.25
2022-10-28,15265.45,15290.15,15191.6,15241.6
2022-10-31,15333.15,15433.05,15327.4,15424.0
2022-11-01,15507.95,15545.85,15460.7,15537.4
2022-11-02,15560.45,15561.1,15470.4,15497.55
2022-11-03,15407.8,15519.15,15401.3,15484.7
2022-11-04,15495.75,15542.15,15454.3,15530.85
2022-11-07,15610.95,15647.25,15505.75,15615.15
2022-11-09,15684.45,15686.35,15534.85,15567.25
2022-11-10,15490.25,15523.9,15384.35,15440.0
2022-11-11,15633.5,15662.05,15612.45,15649.1
2022-11-14,15672.5,15684.25,15627.75,15650.2
2022-11-15,15678.5,15708.9,15609.5,15693.9
2022-11-16,15696.55,15711.3,15607.25,15663.3
2022-11-17,15630.55,15661.1,15573.95,15597.25
2022-11-18,15634.3,15644.8,15472.35,15550.85
2022-11-21,15514.6,15523.15,15431.2,15453.8
2022-11-22,15472.65,15518.1,15437.3,15509.2
2022-11-23,15572.75,15572.9,15520.25,15538.15
2022-11-24,15588.45,15706.5,15567.75,15680.8
2022-11-25,15719.8,15743.1,15668.35,15727.25
2022-11-28,15683.75,15817.35,15642.8,15784.45
2022-11-29,15784.55,15859.35,15782.4,15812.45
2022-11-30,15827.45,15991.6,15820.55,15946.15
2022-12-01,16041.15,16041.65,15972.75,16003.95
2022-12-02,15977.5,15991.05,15909.6,15963.5
2022-12-05,15994.95,15999.8,15881.8,15967.2
2022-12-06,15904.1,15936.7,15881.6,15922.85
2022-12-07,15932.25,15953.25,15836.05,15862.0
2022-12-08,15881.8,15918.75,15860.3,15911.1
2022-12-09,15964.85,15967.3,15727.35,15812.75
2022-12-12,15759.65,15836.85,15687.95,15828.0
2022-12-13,15863.25,15913.8,15830.65,15904.5
2022-12-14,15958.15,15988.55,15946.3,15963.8
2022-12-15,15938.05,15968.2,15758.85,15783.8
2022-12-16,15710.9,15799.35,15625.25,15636.35
2022-12-19,15658.85,15764.0,15606.15,15755.2
2022-12-20,15704.05,15740.25,15580.8,15726.2
2022-12-21,15772.95,15812.05,15497.6,15527.55
2022-12-22,15599.55,15636.1,15369.6,15431.5
2022-12-23,15300.75,15349.35,15018.75,15046.0
2022-12-26,15060.85,15350.35,14985.4,15298.55
2022-12-27,15375.2,15433.65,15278.6,15418.35
2022-12-28,15390.55,15468.15,15363.65,15432.8
2022-12-29,15370.0,15517.45,15307.0,15485.2
2022-12-30,15557.75,15581.95,15425.65,15448.85
2023-01-02,15479.95,15536.35,15433.3,15523.65
2023-01-03,15515.75,15575.7,15500.75,15557.8
2023-01-04,15563.15,15574.5,15375.8,15393.0
2023-01-05,15446.5,15462.15,15286.4,15386.2
2023-01-06,15401.35,15419.4,15219.85,15272.0
2023-01-09,15360.4,15472.15,15353.35,15450.1
2023-01-10,15470.0,15472.45,15262.1,15325.25
2023-01-11,15342.75,15375.1,15257.0,15301.35
2023-01-12,15329.7,15347.2,15203.55,15279.6
2023-01-13,15295.9,15370.05,15215.0,15346.1
2023-01-16,15398.15,15421.25,15276.5,15305.45
2023-01-17,15328.85,15411.0,15291.6,15396.15
2023-01-18,15416.6,15479.65,15376.5,15466.35
2023-01-19,15427.15,15455.15,15387.25,15419.7
2023-01-20,15428.2,15443.45,15336.7,15347.9
2023-01-23,15411.5,15427.5,15364.25,15403.2
2023-01-24,15451.2,15459.3,15364.2,15388.55
2023-01-25,15364.4,15368.7,15146.4,15171.95
2023-01-27,15160.15,15165.4,14779.1,14874.75
2023-01-30,14807.5,14955.15,14675.05,14854.2
2023-01-31,14906.45,14962.95,14787.85,14935.5
2023-02-01,15054.8,15154.1,14622.65,14847.65
2023-02-02,14760.35,14887.45,14698.4,14839.4
2023-02-03,14904.1,14972.15,14746.45,14962.35
2023-02-06,14939.4,14954.3,14870.55,14934.15
2023-02-07,14950.15,14970.8,14845.95,14902.2
2023-02-08,14927.55,15046.7,14924.05,15028.3
2023-02-09,15036.85,15054.75,14956.9,15030.1
2023-02-10,14992.65,15031.1,14969.55,15015.85
2023-02-13,15011.35,15022.55,14875.85,14900.5
2023-02-14,14936.2,14988.0,14879.35,14968.9
2023-02-15,14939.0,15053.55,14923.25,15039.65
2023-02-16,15098.45,15135.35,15060.0,15083.75
2023-02-17,15036.25,15077.0,14966.3,15003.95
2023-02-20,15023.45,15036.45,14920.7,14938.65
2023-02-21,14982.0,14992.7,14894.15,14913.95
2023-02-22,14854.15,14861.05,14674.25,14701.9
2023-02-23,14715.2,14740.8,14599.1,14666.75
2023-02-24,14723.4,14741.95,14598.95,14630.45
2023-02-27,14600.9,14609.4,14465.7,14548.7
2023-02-28,14550.0,14584.45,14476.0,14518.75
2023-03-01,14557.0,14675.05,14550.1,14664.85
2023-03-02,14654.8,14668.4,14575.95,14587.25
2023-03-03,14686.25,14813.05,14676.05,14774.75
2023-03-06,14848.35,14942.05,14843.7,14881.0
2023-03-08,14843.1,14932.4,14791.25,14921.95
2023-03-09,14947.05,14952.85,14788.9,14803.95
2023-03-10,14695.05,14699.35,14593.4,14679.85
2023-03-13,14681.55,14752.85,14420.5,14454.45
2023-03-14,14462.0,14499.2,14306.8,14358.55
2023-03-15,14458.15,14494.35,14298.15,14320.3
2023-03-16,14328.5,14387.65,14189.0,14330.35
2023-03-17,14436.25,14464.9,14327.75,14420.85
2023-03-20,14389.85,14393.6,14196.5,14317.1
2023-03-21,14379.05,14428.15,14339.95,14411.3
2023-03-22,14470.05,14497.15,14432.2,14460.0
2023-03-23,14422.95,14490.65,14388.3,14403.6
2023-03-24,14409.0,14434.1,14257.5,14279.0
2023-03-27,14306.6,14348.95,14238.9,14262.7
2023-03-28,14289.95,14300.2,14177.5,14211.8
2023-03-29,14218.6,14377.3,14218.6,14345.6
2023-03-31,14442.3,14577.15,14438.8,14557.85
2023-04-03,14621.05,14621.05,14541.6,14601.95
2023-04-05,14620.7,14718.9,14611.25,14709.4
2023-04-06,14701.1,14786.0,14673.7,14759.2
2023-04-10,14797.35,14833.45,14767.0,14790.55
2023-04-11,14854.65,14893.6,14814.35,14867.25
2023-04-12,14902.2,14949.9,14871.9,14941.55
2023-04-13,14946.45,14965.7,14885.25,14954.25
2023-04-17,14970.35,14970.35,14794.45,14904.3
2023-04-18,14949.1,14949.1,14852.65,14897.0
2023-04-19,14901.25,14905.6,14832.9,14856.9
2023-04-20,14878.55,14905.8,14835.9,14861.75
2023-04-21,14879.6,14888.65,14789.95,14847.1
2023-04-24,14903.95,14937.2,14841.6,14930.15
2023-04-25,14945.8,14981.3,14916.35,14955.7
2023-04-26,14954.2,15003.1,14918.55,14994.4
2023-04-27,14999.9,15085.85,14989.2,15075.05
2023-04-28,15111.05,15235.45,15077.45,15219.55
2023-05-02,15276.2,15327.75,15261.15,15300.75
2023-05-03,15277.75,15305.05,15239.5,15276.4
2023-05-04,15282.25,15414.7,15272.7,15405.5
2023-05-05,15330.35,15394.9,15265.85,15278.6
2023-05-08,15321.9,15440.85,15310.75,15427.1
2023-05-09,15462.75,15502.7,15393.95,15420.6
2023-05-10,15458.05,15476.1,15372.45,15466.05
2023-05-11,15512.35,15526.75,15461.85,15484.05
2023-05-12,15475.05,15506.15,15401.65,15477.35
2023-05-15,15495.85,15591.95,15464.65,15549.7
2023-05-16,15584.4,15592.25,15476.65,15492.4
2023-05-17,15508.25,15512.85,15367.0,15426.35
2023-05-18,15506.65,15514.9,15346.85,15361.6
2023-05-19,15399.5,15418.8,15278.7,15407.55
2023-05-22,15409.05,15517.65,15386.9,15504.0
2023-05-23,15551.05,15595.65,15528.75,15544.75
2023-05-24,15517.2,15591.4,15493.3,15515.95
2023-05-25,15510.2,15568.55,15474.15,15555.25
2023-05-26,15589.5,15704.0,15567.85,15696.75
2023-05-29,15791.75,15805.75,15758.15,15772.35
2023-05-30,15784.25,15823.9,15759.35,15799.45
2023-05-31,15773.8,15789.2,15706.5,15766.4
2023-06-01,15801.95,15823.95,15743.4,15760.35
2023-06-02,15816.8,15838.45,15774.65,15811.2
2023-06-05,15877.45,15899.15,15851.75,15859.5
2023-06-06,15873.75,15895.7,15816.7,15878.4
2023-06-07,15938.3,16016.0,15920.25,16006.7
2023-06-08,16021.7,16048.8,15906.15,15921.05
2023-06-09,15947.95,15961.7,15866.8,15877.4
2023-06-12,15913.2,15946.15,15874.4,15929.1
2023-06-13,15964.8,16057.5,15964.3,16048.2
2023-06-14,16082.15,16094.1,16035.15,16084.05
2023-06-15,16106.85,16138.7,16039.05,16058.25
2023-06-16,16100.9,16211.25,16091.8,16181.45
2023-06-19,16231.05,16244.95,16117.85,16142.15
2023-06-20,16147.55,16215.6,16080.95,16199.95
2023-06-21,16244.55,16277.35,16201.4,16240.95
2023-06-22,16252.75,16264.15,16128.8,16140.8
2023-06-23,16126.7,16133.95,15999.4,16011.8
2023-06-26,16017.5,16079.0,15995.1,16066.15
2023-06-27,16118.65,16171.2,16104.2,16163.5
2023-06-28,16239.85,16296.0,16210.45,16277.2
2023-06-30,16354.95,16437.45,16326.0,16430.0
2023-07-03,16490.95,16541.9,16485.3,16527.95
2023-07-04,16597.5,16599.25,16499.15,16556.05
2023-07-05,16580.2,16611.15,16540.2,16597.2
2023-07-06,16600.75,16703.3,16590.7,16695.05
2023-07-07,16653.3,16718.2,16541.6,16564.9
2023-07-10,16620.9,16623.95,16530.75,16553.75
2023-07-11,16610.95,16698.8,16597.55,16648.0
2023-07-12,16697.1,16703.25,16627.3,16641.05
2023-07-13,16726.95,16774.5,16596.45,16623.9
2023-07-14,16695.7,16786.0,16655.05,16765.45
2023-07-17,16811.65,16884.95,16784.35,16872.05
2023-07-18,16932.95,16940.15,16818.3,16872.0
2023-07-19,16919.05,16964.25,16877.45,16953.5
2023-07-20,16965.45,17051.0,16912.7,17042.55
2023-07-21,16931.95,16991.4,16874.95,16904.3
2023-07-24,16921.75,16948.4,16852.2,16865.15
2023-07-25,16918.8,16918.85,16832.45,16896.9
2023-07-26,16950.7,17011.0,16931.6,16975.0
2023-07-27,17038.35,17056.2,16873.0,16919.2
2023-07-28,16935.05,16960.5,16880.6,16948.35
2023-07-31,16972.5,17072.8,16939.0,17059.0
2023-08-01,17096.6,17102.1,17026.3,17051.15
2023-08-02,17005.6,17018.85,16755.9,16858.95
2023-08-03,16818.35,16878.75,16691.65,16772.3
2023-08-04,16847.4,16914.45,16836.55,16890.6
2023-08-07,16948.35,16970.05,16897.5,16956.35
2023-08-08,16991.85,16998.15,16889.85,16949.25
2023-08-09,16966.85,17011.95,16881.75,17003.85
2023-08-10,16999.5,17013.45,16901.55,16939.85
2023-08-11,16970.05,16972.05,16845.8,16860.15
2023-08-14,16827.75,16854.1,16661.0,16825.55
2023-08-16,16779.6,16867.8,16732.75,16853.05
2023-08-17,16858.85,16869.4,16781.6,16802.25
2023-08-18,16768.0,16803.25,16722.05,16757.7
2023-08-21,16780.75,16872.55,16766.7,16852.05
2023-08-22,16886.95,16925.45,16874.8,16905.25
2023-08-23,16950.9,16981.85,16912.15,16950.25
2023-08-24,17039.25,17074.25,16916.4,16930.15
2023-08-25,16871.0,16905.7,16785.25,16820.85
2023-08-28,16866.4,16918.25,16823.4,16875.3
2023-08-29,16933.85,16938.8,16898.05,16927.3
2023-08-30,17010.15,17035.6,16959.1,16968.95
2023-08-31,17001.35,17011.8,16904.7,16924.3
2023-09-01,16940.2,17088.1,16931.5,17074.55
2023-09-04,17157.9,17191.2,17074.55,17180.95
2023-09-05,17228.2,17264.9,17180.95,17252.1
2023-09-06,17274.2,17298.8,17198.75,17284.6
2023-09-07,17292.35,17395.0,17269.1,17385.5
2023-09-08,17437.65,17519.6,17411.85,17487.45
2023-09-11,17567.2,17660.8,17550.2,17653.35
2023-09-12,17753.95,17754.05,17422.05,17460.55
2023-09-13,17458.4,17540.85,17364.35,17526.75
2023-09-14,17593.25,17648.55,17546.0,17603.5
2023-09-15,17662.8,17691.85,17620.9,17665.8
2023-09-18,17666.85,17671.6,17601.55,17613.6
2023-09-20,17513.2,17571.15,17419.75,17449.35
2023-09-21,17409.1,17422.75,17273.1,17303.5
2023-09-22,17314.4,17361.8,17226.05,17260.8
2023-09-25,17276.35,17308.2,17198.2,17272.55
2023-09-26,17284.9,17312.35,17250.3,17276.75
2023-09-27,17270.4,17352.1,17217.45,17341.6
2023-09-28,17384.05,17389.2,17147.0,17170.45
2023-09-29,17227.55,17357.15,17205.2,17292.6
2023-10-03,17294.5,17295.45,17201.7,17254.4
2023-10-04,17195.55,17200.7,17032.6,17123.1
2023-10-05,17202.25,17234.0,17154.3,17195.8
2023-10-06,17263.35,17310.1,17237.1,17293.6
2023-10-09,17170.5,17206.85,17096.65,17127.7
2023-10-10,17184.55,17319.3,17184.55,17303.35
2023-10-11,17380.65,17447.8,17375.5,17407.35
2023-10-12,17438.3,17457.85,17402.45,17419.7
2023-10-13,17323.05,17436.5,17306.55,17390.35
2023-10-16,17390.35,17431.5,17353.15,17393.0
2023-10-17,17490.05,17494.5,17437.95,17467.7
2023-10-18,17484.35,17492.4,17332.3,17344.0
2023-10-19,17251.2,17344.6,17202.25,17310.5
2023-10-20,17258.3,17295.05,17190.6,17208.75
2023-10-23,17204.75,17224.8,16859.85,16888.7
2023-10-25,16912.4,16967.1,16677.15,16760.8
2023-10-26,16678.7,16689.1,16466.25,16555.45
2023-10-27,16636.05,16793.1,16634.6,16765.45
2023-10-30,16784.95,16837.8,16661.95,16826.1
2023-10-31,16909.7,16910.0,16785.55,16801.1
2023-11-01,16808.5,16834.1,16719.1,16732.95
2023-11-02,16849.95,16903.75,16823.0,16890.8
2023-11-03,16990.35,17027.45,16983.05,17000.95
2023-11-06,17105.35,17168.75,17080.95,17159.4
2023-11-07,17170.35,17200.6,17120.75,17187.8
2023-11-08,17242.65,17269.25,17215.0,17259.7
2023-11-09,17284.95,17288.6,17209.55,17218.9
2023-11-10,17189.7,17274.9,17156.85,17256.6
2023-11-12,17380.5,17384.15,17347.45,17361.1
2023-11-13,17335.0,17339.15,17278.65,17318.6
2023-11-15,17493.3,17518.9,17448.3,17508.05
2023-11-16,17518.1,17668.65,17486.5,17593.1
2023-11-17,17537.45,17649.05,17528.85,17600.5
2023-11-20,17618.55,17636.4,17556.1,17573.65
2023-11-21,17644.5,17665.0,17617.2,17627.6
2023-11-22,17637.45,17654.6,17533.75,17627.7
2023-11-23,17654.15,17693.25,17627.35,17639.4
2023-11-24,17661.3,17684.15,17631.75,17643.5
2023-11-28,17701.05,17760.0,17665.65,17741.8
2023-11-29,17831.65,17911.35,17823.45,17904.1
2023-11-30,17926.9,18007.1,17845.9,17987.95
2023-12-01,18061.8,18141.65,18053.15,18115.35
2023-12-04,18422.35,18460.0,18315.45,18448.5
2023-12-05,18541.3,18594.9,18453.65,18588.55
2023-12-06,18677.25,18698.8,18594.4,18680.0
2023-12-07,18696.75,18721.8,18619.75,18703.85
2023-12-08,18752.25,18785.7,18588.15,18703.5
2023-12-11,18726.35,18780.45,18710.15,18770.2
2023-12-12,18809.9,18819.7,18635.35,18686.8
2023-12-13,18723.7,18770.45,18601.5,18751.45
2023-12-14,18906.4,18996.25,18893.75,18973.85
2023-12-15,19071.95,19165.1,19020.55,19145.05
2023-12-18,19149.15,19201.55,19073.1,19155.55
2023-12-19,19212.55,19213.55,19067.2,19169.25
2023-12-20,19264.4,19303.6,18727.1,18779.45
2023-12-21,18647.85,18965.8,18582.95,18941.8
2023-12-22,19011.25,19089.95,18934.75,19054.7
2023-12-26,19095.0,19173.8,19059.4,19148.85
2023-12-27,19219.4,19312.3,19189.8,19296.95
2023-12-28,19358.35,19414.55,19313.1,19399.25
2023-12-29,19394.5,19450.1,19338.35,19429.15
2024-01-01,19452.0,19543.25,19421.4,19469.5
2024-01-02,19496.8,19499.8,19271.65,19418.4
2024-01-03,19434.3,19442.2,19343.15,19367.15
2024-01-04,19451.8,19560.4,19433.5,19541.25
2024-01-05,19602.1,19637.1,19490.95,19590.6
2024-01-08,19636.0,19641.85,19400.6,19417.7
2024-01-09,19549.5,19596.05,19439.1,19459.55
2024-01-10,19463.55,19532.3,19354.1,19517.85
2024-01-11,19589.75,19626.5,19532.3,19584.35
2024-01-12,19691.25,19775.9,19635.75,19745.6
2024-01-15,19876.5,19896.9,19763.8,19885.55
2024-01-16,19894.3,19923.3,19736.2,19827.55
2024-01-17,19556.4,19707.7,19470.05,19487.6
2024-01-18,19388.4,19468.65,19143.5,19414.8
2024-01-19,19555.95,19618.95,19537.15,19606.4
2024-01-20,19698.05,19718.7,19582.7,19601.9
2024-01-23,19743.5,19752.35,19158.75,19206.45
2024-01-24,19193.15,19470.65,19080.5,19451.0
2024-01-25,19479.65,19480.05,19289.8,19393.0
2024-01-29,19475.4,19728.9,19470.05,19711.65
2024-01-30,19770.25,19799.25,19558.8,19574.2
2024-01-31,19574.15,19813.3,19546.4,19802.1
2024-02-01,19869.95,19871.25,19703.75,19777.35
2024-02-02,19884.65,20101.15,19874.8,19910.8
2024-02-05,19989.65,20044.0,19805.75,19853.5
2024-02-06,19923.2,20044.45,19824.85,20033.75
2024-02-07,20157.2,20169.9,20011.45,20109.55
2024-02-08,20207.55,20209.05,19949.35,19987.55
2024-02-09,20015.0,20040.65,19745.45,19961.5
2024-02-12,19999.95,20015.0,19634.6,19675.2
2024-02-13,19709.8,19796.05,19508.75,19782.9
2024-02-14,19618.1,19943.75,19579.2,19922.3
2024-02-15,20011.7,20065.75,19952.0,20037.0
2024-02-16,20136.85,20191.45,20098.1,20164.9
2024-02-19,20244.25,20301.0,20174.9,20241.1
2024-02-20,20242.65,20285.8,20190.7,20271.9
2024-02-21,20329.1,20342.3,20077.8,20128.3
