Date,Open,High,Low,Close
2006-05-19,,,,1709.41
2006-05-22,,,,1593.55
2006-05-23,,,,1645.99
2006-05-24,,,,1643.29
2006-05-25,,,,1631.48
2006-05-26,,,,1671.69
2006-05-29,,,,1687.16
2006-05-30,,,,1688.14
2006-05-31,,,,1642.79
2006-06-01,,,,1597.6
2006-06-02,,,,1580.55
2006-06-05,,,,1555.49
2006-06-06,,,,1496.34
2006-06-07,,,,1398.45
2006-06-08,,,,1287.12
2006-06-09,,,,1357.81
2006-06-12,,,,1333.05
2006-06-13,,,,1248.86
2006-06-14,,,,1208.5
2006-06-15,,,,1273.72
2006-06-16,,,,1330.4
2006-06-19,,,,1361.57
2006-06-20,,,,1369.41
2006-06-21,,,,1409.89
2006-06-22,,,,1444.11
2006-06-23,,,,1449.95
2006-06-25,,,,1466.33
2006-06-26,,,,1407.89
2006-06-27,,,,1395.33
2006-06-28,,,,1388.3
2006-06-29,,,,1396.14
2006-06-30,,,,1442.65
2006-07-03,,,,1446.52
2006-07-04,,,,1445.04
2006-07-05,,,,1459.39
2006-07-06,,,,1457.81
2006-07-07,,,,1435.32
2006-07-10,,,,1434.33
2006-07-11,,,,1432.74
2006-07-12,,,,1437.16
2006-07-13,,,,1436.39
2006-07-14,,,,1423.03
2006-07-17,,,,1390.56
2006-07-18,,,,1366.62
2006-07-19,,,,1324.75
2006-07-20,,,,1340.44
2006-07-21,,,,1307.92
2006-07-24,,,,1297.63
2006-07-25,,,,1325.89
2006-07-26,,,,1351.61
2006-07-27,,,,1377.92
2006-07-28,,,,1396.34
2006-07-31,,,,1410.73
2006-08-01,,,,1400.72
2006-08-02,,,,1417.68
2006-08-03,,,,1428.71
2006-08-04,,,,1423.24
2006-08-07,,,,1424.4
2006-08-08,,,,1441.93
2006-08-09,,,,1466.21
2006-08-10,,,,1494.25
2006-08-11,,,,1515.55
2006-08-14,,,,1547.45
2006-08-16,,,,1567.98
2006-08-17,,,,1552.22
2006-08-18,,,,1563.99
2006-08-21,,,,1575.1
2006-08-22,,,,1574.96
2006-08-23,,,,1557.82
2006-08-24,,,,1561.94
2006-08-25,,,,1577.1
2006-08-28,,,,1584.52
2006-08-29,,,,1585.0
2006-08-30,,,,1581.23
2006-08-31,,,,1566.44
2006-09-01,,,,1581.93
2006-09-04,,,,1606.99
2006-09-05,,,,1614.4
2006-09-06,,,,1624.54
2006-09-07,,,,1623.4
2006-09-08,,,,1641.87
2006-09-11,,,,1588.41
2006-09-12,,,,1600.26
2006-09-13,,,,1625.05
2006-09-14,,,,1631.81
2006-09-15,,,,1634.81
2006-09-18,,,,1643.08
2006-09-19,,,,1624.43
2006-09-20,,,,1629.45
2006-09-21,,,,1643.54
2006-09-22,,,,1635.09
2006-09-25,,,,1631.85
2006-09-26,,,,1638.75
2006-09-27,,,,1647.86
2006-09-28,,,,1656.78
2006-09-29,,,,1679.39
2006-10-03,,,,1685.82
2006-10-04,,,,1676.73
2006-10-05,,,,1707.67
2006-10-06,,,,1720.5
2006-10-09,,,,1732.5
2006-10-10,,,,1729.78
2006-10-11,,,,1709.99
2006-10-12,,,,1723.6
2006-10-13,,,,1728.62
2006-10-16,,,,1727.91
2006-10-17,,,,1719.25
2006-10-18,,,,1724.56
2006-10-19,,,,1718.65
2006-10-20,,,,1730.08
2006-10-21,,,,1746.8
2006-10-23,,,,1736.34
2006-10-26,,,,1746.17
2006-10-27,,,,1759.7
2006-10-30,,,,1763.83
2006-10-31,,,,1753.09
2006-11-01,,,,1764.26
2006-11-02,,,,1768.24
2006-11-03,,,,1771.05
2006-11-06,,,,1789.06
2006-11-07,,,,1794.23
2006-11-08,,,,1771.97
2006-11-09,,,,1787.42
2006-11-10,,,,1797.9
2006-11-13,,,,1815.86
2006-11-14,,,,1802.25
2006-11-15,,,,1796.87
2006-11-16,,,,1793.85
2006-11-17,,,,1765.17
2006-11-20,,,,1747.2
2006-11-21,,,,1776.2
2006-11-22,,,,1791.44
2006-11-23,,,,1796.93
2006-11-24,,,,1807.15
2006-11-27,,,,1817.64
2006-11-28,,,,1805.2
2006-11-29,,,,1826.43
2006-11-30,,,,1821.09
2006-12-01,,,,1840.19
2006-12-04,,,,1851.73
2006-12-05,,,,1855.12
2006-12-06,,,,1837.35
2006-12-07,,,,1837.6
2006-12-08,,,,1827.79
2006-12-11,,,,1782.82
2006-12-12,,,,1713.18
2006-12-13,,,,1747.22
2006-12-14,,,,1791.41
2006-12-15,,,,1808.26
2006-12-18,,,,1807.37
2006-12-19,,,,1785.53
2006-12-20,,,,1780.67
2006-12-21,,,,1793.22
2006-12-22,,,,1809.66
2006-12-26,,,,1828.09
2006-12-27,,,,1841.81
2006-12-28,,,,1845.75
2006-12-29,,,,1862.52
2007-01-02,,,,1887.47
2007-01-03,,,,1908.47
2007-01-04,,,,1916.31
2007-01-05,,,,1919.55
2007-01-08,,,,1914.65
2007-01-09,,,,1905.49
2007-01-10,,,,1886.49
2007-01-11,,,,1912.43
2007-01-12,,,,1938.01
2007-01-15,,,,1958.28
2007-01-16,,,,1966.54
2007-01-17,,,,1977.46
2007-01-18,,,,1975.18
2007-01-19,,,,1966.49
2007-01-22,,,,1965.53
2007-01-23,,,,1943.24
2007-01-24,,,,1952.15
2007-01-25,,,,1972.08
2007-01-29,,,,1974.17
2007-01-31,,,,1955.54
2007-02-01,,,,1965.6
2007-02-02,,,,1976.78
2007-02-05,,,,1988.86
2007-02-06,,,,1997.79
2007-02-07,,,,2001.8
2007-02-08,,,,1998.07
2007-02-09,,,,1958.9
2007-02-12,,,,1880.35
2007-02-13,,,,1872.64
2007-02-14,,,,1880.35
2007-02-15,,,,1932.76
2007-02-19,,,,1930.69
2007-02-20,,,,1908.41
2007-02-21,,,,1912.24
2007-02-22,,,,1891.91
2007-02-23,,,,1845.81
2007-02-26,,,,1857.42
2007-02-27,,,,1863.02
2007-02-28,,,,1799.55
2007-03-01,,,,1803.38
2007-03-02,,,,1788.32
2007-03-05,,,,1696.24
2007-03-06,,,,1702.93
2007-03-07,,,,1666.31
2007-03-08,,,,1711.87
2007-03-09,,,,1708.82
2007-03-12,,,,1722.55
2007-03-13,,,,1744.47
2007-03-14,,,,1708.17
2007-03-15,,,,1719.75
2007-03-16,,,,1704.87
2007-03-19,,,,1720.85
2007-03-20,,,,1732.72
2007-03-21,,,,1738.64
2007-03-22,,,,1756.83
2007-03-23,,,,1761.22
2007-03-26,,,,1753.37
2007-03-28,,,,1729.8
2007-03-29,,,,1735.77
2007-03-30,,,,1757.46
2007-04-02,,,,1702.88
2007-04-03,,,,1711.07
2007-04-04,,,,1723.93
2007-04-05,,,,1738.09
2007-04-09,,,,1769.22
2007-04-10,,,,1785.64
2007-04-11,,,,1802.52
2007-04-12,,,,1798.97
2007-04-13,,,,1822.25
2007-04-16,,,,1852.2
2007-04-17,,,,1839.94
2007-04-18,,,,1847.95
2007-04-19,,,,1847.5
2007-04-20,,,,1863.84
2007-04-23,,,,1866.01
2007-04-24,,,,1880.25
2007-04-25,,,,1900.91
2007-04-26,,,,1893.65
2007-04-27,,,,1875.95
2007-04-30,,,,1894.01
2007-05-03,,,,1914.14
2007-05-04,,,,1910.54
2007-05-07,,,,1903.4
2007-05-08,,,,1881.89
2007-05-09,,,,1885.29
2007-05-10,,,,1891.56
2007-05-11,,,,1900.49
2007-05-14,,,,1928.1
2007-05-15,,,,1935.87
2007-05-16,,,,1961.22
2007-05-17,,,,1975.62
2007-05-18,,,,1976.38
2007-05-21,,,,1993.83
2007-05-22,,,,1998.32
2007-05-23,,,,1985.69
2007-05-24,,,,1978.62
2007-05-25,,,,1988.91
2007-05-28,,,,2007.11
2007-05-29,,,,2022.57
2007-05-30,,,,2002.72
2007-05-31,,,,2011.5
2007-06-01,,,,2029.68
2007-06-04,,,,2020.11
2007-06-05,,,,2027.83
2007-06-06,,,,2000.98
2007-06-07,,,,1998.56
2007-06-08,,,,1987.75
2007-06-11,,,,1981.18
2007-06-12,,,,1967.22
2007-06-13,,,,1962.37
2007-06-14,,,,1992.06
2007-06-15,,,,2000.06
2007-06-18,,,,1997.09
2007-06-19,,,,2018.56
2007-06-20,,,,2045.38
2007-06-21,,,,2058.57
2007-06-22,,,,2059.12
2007-06-25,,,,2063.22
2007-06-26,,,,2079.42
2007-06-27,,,,2082.98
2007-06-28,,,,2091.52
2007-06-29,,,,2114.33
2007-07-02,,,,2129.26
2007-07-03,,,,2149.55
2007-07-04,,,,2150.4
2007-07-05,,,,2133.32
2007-07-06,,,,2139.58
2007-07-09,,,,2159.28
2007-07-10,,,,2156.34
2007-07-11,,,,2168.65
2007-07-12,,,,2196.76
2007-07-13,,,,2198.46
2007-07-16,,,,2211.62
2007-07-17,,,,2194.73
2007-07-18,,,,2189.21
2007-07-19,,,,2206.54
2007-07-20,,,,2210.37
2007-07-23,,,,2211.5
2007-07-24,,,,2197.7
2007-07-25,,,,2178.88
2007-07-26,,,,2186.6
2007-07-27,,,,2128.2
2007-07-30,,,,2135.79
2007-07-31,,,,2169.17
2007-08-01,,,,2088.48
2007-08-02,,,,2104.04
2007-08-03,,,,2133.29
2007-08-06,,,,2112.51
2007-08-07,,,,2124.07
2007-08-08,,,,2153.24
2007-08-09,,,,2121.85
2007-08-10,,,,2105.43
2007-08-13,,,,2125.31
2007-08-14,,,,2125.76
2007-08-16,,,,2058.29
2007-08-17,,,,2031.84
2007-08-20,,,,2062.78
2007-08-21,,,,1992.77
2007-08-22,,,,1999.4
2007-08-23,,,,1979.05
2007-08-24,,,,2009.89
2007-08-27,,,,2062.97
2007-08-28,,,,2080.39
2007-08-29,,,,2096.28
2007-08-30,,,,2106.26
2007-08-31,,,,2144.11
2007-09-03,,,,2177.11
2007-09-04,,,,2191.32
2007-09-05,,,,2195.51
2007-09-06,,,,2216.03
2007-09-07,,,,2217.85
2007-09-10,,,,2223.16
2007-09-11,,,,2222.96
2007-09-12,,,,2229.5
2007-09-13,,,,2247.95
2007-09-14,,,,2233.21
2007-09-17,,,,2244.58
2007-09-18,,,,2275.86
2007-09-19,,,,2318.64
2007-09-20,,,,2328.25
2007-09-21,,,,2342.97
2007-09-24,,,,2371.98
2007-09-25,,,,2376.58
2007-09-26,,,,2393.88
2007-09-27,,,,2393.44
2007-09-28,,,,2436.14
2007-10-01,,,,2466.7
2007-10-03,,,,2472.89
2007-10-04,,,,2487.61
2007-10-05,,,,2466.49
2007-10-08,,,,2375.53
2007-10-09,,,,2444.31
2007-10-10,,,,2475.51
2007-10-11,,,,2510.18
2007-10-12,,,,2488.39
2007-10-15,,,,2554.99
2007-10-16,,,,2575.46
2007-10-17,,,,2518.3
2007-10-18,,,,2466.64
2007-10-19,,,,2401.19
2007-10-22,,,,2411.21
2007-10-23,,,,2504.43
2007-10-24,,,,2539.12
2007-10-25,,,,2566.61
2007-10-26,,,,2630.62
2007-10-29,,,,2687.94
2007-10-30,,,,2675.15
2007-10-31,,,,2698.14
2007-11-01,,,,2651.2
2007-11-02,,,,2672.64
2007-11-05,,,,2707.19
2007-11-06,,,,2690.91
2007-11-07,,,,2674.44
2007-11-08,,,,2656.39
2007-11-09,,,,2681.1
2007-11-12,,,,2657.84
2007-11-13,,,,2718.54
2007-11-14,,,,2792.69
2007-11-15,,,,2845.53
2007-11-16,,,,2882.96
2007-11-19,,,,2961.29
2007-11-20,,,,2920.91
2007-11-21,,,,2780.45
2007-11-22,,,,2730.0
2007-11-23,,,,2783.9
2007-11-26,,,,2833.87
2007-11-27,,,,2842.11
2007-11-28,,,,2839.39
2007-11-29,,,,2829.65
2007-11-30,,,,2908.57
2007-12-03,,,,2989.28
2007-12-04,,,,3033.96
2007-12-05,,,,3093.88
2007-12-06,,,,3090.96
2007-12-07,,,,3090.29
2007-12-10,,,,3115.11
2007-12-11,,,,3142.62
2007-12-12,,,,3200.66
2007-12-13,,,,3211.19
2007-12-14,,,,3240.61
2007-12-17,,,,3112.65
2007-12-18,,,,3118.19
2007-12-19,,,,3118.66
2007-12-20,,,,3096.31
2007-12-24,,,,3162.5
2007-12-26,,,,3238.72
2007-12-27,,,,3252.76
2007-12-28,,,,3318.55
2007-12-31,,,,3391.98
2008-01-01,,,,3455.99
2008-01-02,,,,3509.48
2008-01-03,,,,3508.53
2008-01-04,,,,3526.14
2008-01-07,,,,3542.71
2008-01-08,,,,3457.34
2008-01-09,,,,3425.97
2008-01-10,,,,3299.45
2008-01-11,,,,3285.06
2008-01-14,,,,3326.08
2008-01-15,,,,3292.36
2008-01-16,,,,3228.73
2008-01-17,,,,3249.05
2008-01-18,,,,3082.94
2008-01-21,,,,2700.91
2008-01-22,,,,2464.53
2008-01-23,,,,2666.32
2008-01-24,,,,2571.24
2008-01-25,,,,2739.78
2008-01-28,,,,2731.22
2008-01-29,,,,2745.38
2008-01-30,,,,2670.92
2008-01-31,,,,2634.35
2008-02-01,,,,2644.79
2008-02-04,,,,2725.95
2008-02-05,,,,2755.45
2008-02-06,,,,2726.73
2008-02-07,,,,2657.05
2008-02-08,,,,2600.21
2008-02-11,,,,2447.98
2008-02-12,,,,2391.26
2008-02-13,,,,2396.2
2008-02-14,,,,2526.93
2008-02-15,,,,2584.09
2008-02-18,,,,2598.79
2008-02-19,,,,2610.78
2008-02-20,,,,2569.83
2008-02-21,,,,2594.61
2008-02-22,,,,2569.23
2008-02-25,,,,2563.77
2008-02-26,,,,2600.98
2008-02-27,,,,2609.6
2008-02-28,,,,2605.92
2008-02-29,,,,2605.1
2008-03-03,,,,2492.38
2008-03-04,,,,2426.08
2008-03-05,,,,2398.18
2008-03-07,,,,2288.85
2008-03-10,,,,2278.31
2008-03-11,,,,2370.03
2008-03-12,,,,2347.98
2008-03-13,,,,2204.53
2008-03-14,,,,2224.53
2008-03-17,,,,2066.89
2008-03-18,,,,2038.44
2008-03-19,,,,2017.37
2008-03-24,,,,1964.01
2008-03-25,,,,2078.44
2008-03-26,,,,2115.2
2008-03-27,,,,2114.78
2008-03-28,,,,2202.13
2008-03-31,,,,2171.48
2008-04-01,,,,2157.94
2008-04-02,,,,2165.23
2008-04-03,,,,2156.77
2008-04-04,,,,2119.8
2008-04-07,,,,2142.25
2008-04-08,,,,2149.49
2008-04-09,,,,2177.68
2008-04-10,,,,2187.27
2008-04-11,,,,2201.91
2008-04-15,,,,2229.0
2008-04-16,,,,2262.01
2008-04-17,,,,2310.23
2008-04-21,,,,2362.48
2008-04-22,,,,2381.2
2008-04-23,,,,2389.32
2008-04-24,,,,2364.39
2008-04-25,,,,2380.49
2008-04-28,,,,2389.1
2008-04-29,,,,2417.04
2008-04-30,,,,2420.28
2008-05-02,,,,2449.93
2008-05-05,,,,2467.38
2008-05-06,,,,2435.9
2008-05-07,,,,2426.93
2008-05-08,,,,2408.8
2008-05-09,,,,2352.53
2008-05-12,,,,2334.5
2008-05-13,,,,2338.61
2008-05-14,,,,2354.68
2008-05-15,,,,2387.4
2008-05-16,,,,2405.44
2008-05-20,,,,2396.64
2008-05-21,,,,2418.19
2008-05-22,,,,2378.52
2008-05-23,,,,2342.12
2008-05-26,,,,2285.83
2008-05-27,,,,2263.27
2008-05-28,,,,2285.91
2008-05-29,,,,2277.16
2008-05-30,,,,2278.27
2008-06-02,,,,2218.26
2008-06-03,,,,2202.06
2008-06-04,,,,2143.63
2008-06-05,,,,2142.21
2008-06-06,,,,2129.49
2008-06-09,,,,2063.52
2008-06-10,,,,2043.51
2008-06-11,,,,2070.74
2008-06-12,,,,2084.1
2008-06-13,,,,2084.74
2008-06-16,,,,2108.74
2008-06-17,,,,2146.29
2008-06-18,,,,2133.89
2008-06-19,,,,2089.11
2008-06-20,,,,2024.5
2008-06-23,,,,1952.51
2008-06-24,,,,1919.32
2008-06-25,,,,1931.38
2008-06-26,,,,1927.27
2008-06-27,,,,1872.15
2008-06-30,,,,1812.57
2008-07-01,,,,1726.54
2008-07-02,,,,1786.85
2008-07-03,,,,1737.32
2008-07-04,,,,1774.64
2008-07-07,,,,1798.44
2008-07-08,,,,1794.77
2008-07-09,,,,1849.4
2008-07-10,,,,1851.37
2008-07-11,,,,1815.71
2008-07-14,,,,1806.86
2008-07-15,,,,1750.5
2008-07-16,,,,1724.06
2008-07-17,,,,1744.68
2008-07-18,,,,1770.39
2008-07-21,,,,1775.31
2008-07-22,,,,1806.68
2008-07-23,,,,1901.21
2008-07-24,,,,1899.38
2008-07-25,,,,1892.19
2008-07-28,,,,1913.64
2008-07-29,,,,1868.02
2008-07-30,,,,1903.06
2008-07-31,,,,1899.48
2008-08-01,,,,1926.29
2008-08-04,,,,1959.55
2008-08-05,,,,1984.3
2008-08-06,,,,1983.32
2008-08-07,,,,1993.46
2008-08-08,,,,2001.63
2008-08-11,,,,2036.22
2008-08-12,,,,2017.47
2008-08-13,,,,2017.09
2008-08-14,,,,1978.83
2008-08-18,,,,1960.73
2008-08-19,,,,1955.62
2008-08-20,,,,1977.79
2008-08-21,,,,1934.92
2008-08-22,,,,1933.92
2008-08-25,,,,1939.87
2008-08-26,,,,1938.2
2008-08-27,,,,1921.94
2008-08-28,,,,1896.06
2008-08-29,,,,1942.61
2008-09-01,,,,1941.82
2008-09-02,,,,1973.16
2008-09-04,,,,1966.5
2008-09-05,,,,1941.14
2008-09-08,,,,1960.99
2008-09-09,,,,1950.82
2008-09-10,,,,1930.38
2008-09-11,,,,1905.87
2008-09-12,,,,1869.71
2008-09-15,,,,1783.95
2008-09-16,,,,1758.49
2008-09-17,,,,1734.21
2008-09-18,,,,1708.81
2008-09-19,,,,1759.74
2008-09-22,,,,1753.73
2008-09-23,,,,1718.58
2008-09-24,,,,1724.44
2008-09-25,,,,1708.02
2008-09-26,,,,1654.63
2008-09-29,,,,1583.37
2008-09-30,,,,1606.4
2008-10-01,,,,1613.38
2008-10-03,,,,1568.53
2008-10-06,,,,1463.64
2008-10-07,,,,1430.0
2008-10-08,,,,1352.42
2008-10-10,,,,1247.48
2008-10-13,,,,1299.91
2008-10-14,,,,1320.37
2008-10-15,,,,1261.86
2008-10-16,,,,1249.02
2008-10-17,,,,1212.17
2008-10-20,,,,1201.57
2008-10-21,,,,1230.2
2008-10-22,,,,1195.86
2008-10-23,,,,1156.66
2008-10-24,,,,1061.33
2008-10-27,,,,1016.01
2008-10-28,,,,1079.59
2008-10-29,,,,1060.71
2008-10-31,,,,1097.95
2008-11-03,,,,1150.73
2008-11-04,,,,1184.31
2008-11-05,,,,1168.6
2008-11-06,,,,1140.91
2008-11-07,,,,1154.91
2008-11-10,,,,1194.58
2008-11-11,,,,1154.42
2008-11-12,,,,1132.1
2008-11-14,,,,1111.2
2008-11-17,,,,1082.02
2008-11-18,,,,1057.77
2008-11-19,,,,1037.23
2008-11-20,,,,1003.02
2008-11-21,,,,1008.55
2008-11-24,,,,1006.22
2008-11-25,,,,996.62
2008-11-26,,,,996.63
2008-11-28,,,,999.72
2008-12-01,,,,987.19
2008-12-02,,,,974.04
2008-12-03,,,,982.05
2008-12-04,,,,1015.73
2008-12-05,,,,1005.15
2008-12-08,,,,1004.07
2008-12-10,,,,1025.2
2008-12-11,,,,1044.76
2008-12-12,,,,1061.22
2008-12-15,,,,1101.41
2008-12-16,,,,1129.26
2008-12-17,,,,1094.16
2008-12-18,,,,1118.95
2008-12-19,,,,1140.1
2008-12-22,,,,1135.34
2008-12-23,,,,1105.91
2008-12-24,,,,1096.89
2008-12-26,,,,1085.7
